X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12
0.023323648,0.16257674,0.05911812,0.81374466,0.043232184,0.00022406316,0.0010297411,0.0004648604,0.0013173982,0.0006415723,0.0005461448,0.0026290782
0.0048348466,0.15692145,0.051939245,0.81137615,0.023409618,1.3496111e-06,1.3762436e-05,5.7658353e-06,2.309457e-05,1.1187541e-05,5.5872147e-06,7.882886e-05
0.0075668646,0.15195164,0.05320242,0.81119436,0.030323088,6.1301103e-06,4.5634733e-05,1.9565103e-05,6.783019e-05,2.946605e-05,2.01865e-05,0.0002527018
0.013522369,0.16055858,0.05676107,0.8074124,0.037293095,2.359459e-05,0.00020197341,7.334047e-05,0.00023320744,0.00011272813,8.8200075e-05,0.00066018
0.008972615,0.17146659,0.062798806,0.8010165,0.033824597,1.0918384e-05,8.5812644e-05,3.865377e-05,0.00012997058,6.260247e-05,3.9393155e-05,0.00035710778
0.0022299127,0.16069755,0.049470946,0.81884015,0.016533641,6.2147706e-08,1.9798144e-06,5.47477e-07,2.5771521e-06,9.768413e-07,5.457421e-07,1.6242353e-05
0.003662318,0.15623453,0.04887017,0.80928344,0.021080717,2.8208245e-07,4.5970355e-06,1.5263969e-06,6.5986965e-06,2.6764935e-06,1.3172754e-06,3.1938132e-05
0.0053959154,0.17326389,0.06885788,0.7903409,0.033516306,1.1370711e-06,1.5066186e-05,5.008765e-06,2.157706e-05,9.842289e-06,5.393431e-06,9.915027e-05
0.012522418,0.1782382,0.071415834,0.80143213,0.04014581,1.4670716e-05,0.00011387204,4.6544963e-05,0.00016974643,7.1044466e-05,5.2162253e-05,0.0005114241
0.013128577,0.16706076,0.060455613,0.8076959,0.04028711,1.6420901e-05,0.0001582573,6.453599e-05,0.00020012754,9.153371e-05,6.41763e-05,0.0006363401
0.011732586,0.16014022,0.060822062,0.8080878,0.041446254,1.3848394e-05,0.00011822871,5.3211403e-05,0.00015602417,7.4705255e-05,4.748159e-05,0.00049272005
0.0065205004,0.18136038,0.06348415,0.792522,0.039427646,1.0150648e-06,1.9115641e-05,6.900155e-06,2.2291395e-05,8.798868e-06,5.844866e-06,0.00010839382
0.012668397,0.1766931,0.068441726,0.79895216,0.040797144,1.8267114e-05,0.00014066268,6.229821e-05,0.00018736583,8.215103e-05,6.13804e-05,0.0005141971
0.01174827,0.17197014,0.06608436,0.80026585,0.04196267,1.7880095e-05,0.00011489382,6.027357e-05,0.00018261421,8.770943e-05,5.11634e-05,0.00048850954
0.005677505,0.17361017,0.06586431,0.79414564,0.028965678,1.9231304e-06,2.2376635e-05,8.168255e-06,2.9107832e-05,1.5427671e-05,8.045393e-06,0.00012312073
0.006874207,0.16405997,0.05716802,0.80369234,0.034091435,1.922606e-06,2.2866847e-05,1.1561715e-05,3.401784e-05,1.5043473e-05,7.531487e-06,0.00013015798
0.008519612,0.16382946,0.0572013,0.80724365,0.031140134,5.538329e-06,5.49473e-05,2.112523e-05,7.296697e-05,3.2971257e-05,2.2590404e-05,0.0002461725
0.013200194,0.16373408,0.05834064,0.8063252,0.037575893,3.2072156e-05,0.00022793136,9.832061e-05,0.00028732515,0.00012897108,9.435584e-05,0.0007815154
0.0133844465,0.1678909,0.061018836,0.8022782,0.035610095,5.118985e-05,0.00026057547,0.00012789252,0.00040202145,0.00020215045,0.00014192711,0.0010163477
0.010459552,0.17311358,0.06502695,0.7952892,0.03934385,1.4938539e-05,0.000121014426,5.1141105e-05,0.00015770807,7.240546e-05,4.7621572e-05,0.000586328
0.008231281,0.16239135,0.054573238,0.8078863,0.029432965,6.234072e-06,5.2900697e-05,2.260978e-05,7.5968484e-05,3.63677e-05,2.25083e-05,0.00026628538
0.0081971465,0.15997478,0.055157844,0.8107927,0.032659836,2.465241e-06,3.4533827e-05,1.2822021e-05,4.60036e-05,1.9682104e-05,1.1876301e-05,0.00016857429
0.004496578,0.1632242,0.051266737,0.81040615,0.027505957,4.217378e-07,7.477924e-06,2.903328e-06,9.787476e-06,3.7062282e-06,1.9526944e-06,4.5609802e-05
0.017232817,0.16149627,0.058721002,0.8097397,0.04106326,0.00015323913,0.00065779407,0.00033992293,0.00092819915,0.00045490227,0.00035917465,0.0021755332
0.00706962,0.16749384,0.06174123,0.8066948,0.031992212,1.957912e-06,3.30626e-05,1.0147627e-05,4.1539024e-05,1.7994687e-05,1.0893038e-05,0.0001932235
0.0053952173,0.17117721,0.060750626,0.8083348,0.029691368,1.452434e-06,2.0252948e-05,6.6221164e-06,2.7678387e-05,9.59258e-06,6.7105607e-06,0.00011288185
0.006205299,0.16091967,0.05640536,0.8112749,0.029752336,2.1871035e-06,2.848182e-05,9.908959e-06,3.5566798e-05,1.6258424e-05,1.1116243e-05,0.00014734702
0.0097185075,0.17231193,0.06351552,0.79570246,0.033298314,1.2460026e-05,8.7896806e-05,4.233711e-05,0.0001330654,5.7816156e-05,3.7572543e-05,0.0004252371
0.004258322,0.15830696,0.0550618,0.8085535,0.031922918,3.008548e-07,5.9839285e-06,2.4324202e-06,8.456612e-06,3.2077317e-06,1.611967e-06,4.4420176e-05
0.016129876,0.16424116,0.05997358,0.80997866,0.038498957,4.511936e-05,0.00031398892,0.00013831118,0.00041346546,0.00021011857,0.00015003484,0.0010811677
0.0030437447,0.15974674,0.055697877,0.8066247,0.02097285,5.7606024e-07,6.573736e-06,2.452267e-06,1.1058912e-05,4.524009e-06,2.3712744e-06,5.0470186e-05
0.006127359,0.17296454,0.06588253,0.80624455,0.03691143,1.4136264e-06,1.7418186e-05,7.858917e-06,2.6598686e-05,9.126245e-06,5.5797973e-06,9.84744e-05
0.0071256477,0.16783953,0.062520616,0.7973652,0.03382164,3.4686948e-06,3.8958373e-05,1.3751915e-05,5.4283257e-05,2.2092672e-05,1.4875277e-05,0.00021308921
0.0037244642,0.17723005,0.063985154,0.7919836,0.028801987,2.029324e-07,5.6308745e-06,1.5473336e-06,6.8063428e-06,2.7892213e-06,1.3851479e-06,4.743493e-05
0.007873007,0.1621365,0.05737148,0.80809283,0.035220932,4.9826476e-06,5.6101715e-05,2.1532658e-05,7.416905e-05,2.6712414e-05,2.0770625e-05,0.00025584808
0.0137202665,0.16689578,0.062132496,0.803894,0.04143662,1.7062197e-05,0.00014637322,6.0098406e-05,0.00020360493,9.199608e-05,6.105384e-05,0.00061461516
0.005120667,0.1567277,0.057411116,0.81515414,0.028772091,1.1421846e-06,1.1707699e-05,5.6103663e-06,2.0539574e-05,7.677065e-06,3.844876e-06,7.8704405e-05
0.0028333701,0.16277756,0.051336754,0.81139356,0.021004468,6.124187e-08,2.000628e-06,4.58443e-07,2.382338e-06,8.362024e-07,4.5219414e-07,1.8114626e-05
0.013702122,0.16940889,0.058584757,0.8088076,0.03685423,2.3385564e-05,0.00018161039,8.2087055e-05,0.00022763424,0.00010910614,7.459648e-05,0.0006479757
0.012511792,0.1618671,0.058407426,0.8073251,0.034344643,3.8597445e-05,0.00021310343,9.973146e-05,0.000316736,0.00015953834,0.00010611228,0.0007002668
0.009972482,0.15813488,0.054481562,0.813047,0.033819642,5.8840483e-06,6.8026784e-05,2.730766e-05,9.659496e-05,4.1771807e-05,2.7983497e-05,0.0003205546
0.011711821,0.17232797,0.06439051,0.80015355,0.042210087,1.20204995e-05,0.00010450649,4.8168746e-05,0.00014217703,6.375979e-05,3.98282e-05,0.00045645557
0.0036114806,0.16867323,0.053453647,0.80542284,0.022784432,2.8300775e-07,5.9600593e-06,1.6809156e-06,8.451203e-06,3.090564e-06,1.5317281e-06,5.0549228e-05
0.009709558,0.16462028,0.059197716,0.8082154,0.03761693,1.2790267e-05,0.00011128233,4.4684482e-05,0.00014423497,6.717445e-05,3.8817336e-05,0.00048194936
0.007291417,0.17414422,0.060015086,0.8073067,0.038452595,2.2194465e-06,2.7733502e-05,1.2129932e-05,3.6165275e-05,1.40733555e-05,8.870068e-06,0.00014168576
0.00804367,0.1521504,0.054120343,0.81884015,0.029550774,4.1743488e-06,5.078981e-05,1.8306999e-05,6.872754e-05,2.9934823e-05,2.09868e-05,0.00028312276
0.008370441,0.17389596,0.06682963,0.8066852,0.031392626,3.6245915e-06,4.313959e-05,1.4890378e-05,5.866428e-05,2.1368089e-05,1.3080271e-05,0.00020508355
0.0065531484,0.16378604,0.06324104,0.81199276,0.033412803,1.8935951e-06,2.2952161e-05,8.9941e-06,3.429808e-05,1.1753173e-05,8.094771e-06,0.0001362534
0.021186272,0.1635006,0.0581534,0.80900395,0.0413284,0.00012509178,0.000651993,0.000307038,0.00083757105,0.0004242615,0.00035678744,0.002095186
0.0016426538,0.1613048,0.0541713,0.813996,0.021003125,3.0128483e-08,7.2764317e-07,2.816059e-07,1.3291233e-06,4.1593572e-07,1.5832602e-07,6.9144958e-06
0.0051123756,0.15439112,0.04773974,0.81418836,0.02245731,1.9802299e-06,1.9863786e-05,7.597668e-06,2.8771166e-05,1.3353373e-05,6.7043043e-06,0.00011271824
0.010071947,0.17021017,0.06536577,0.8008097,0.037212264,1.5825002e-05,0.00012103866,5.0727227e-05,0.00015418304,6.586458e-05,4.7144098e-05,0.0004997798
0.02287082,0.15625498,0.057766277,0.81281525,0.045479283,0.00024892332,0.0010486041,0.00054777105,0.0013941355,0.0007448132,0.00058529136,0.0029538414
0.006926869,0.17428686,0.06161419,0.7986119,0.03265815,2.1288145e-06,2.9265591e-05,1.0848553e-05,3.401291e-05,1.6527893e-05,9.510391e-06,0.00016579594
0.0041186255,0.16689599,0.06327864,0.80609953,0.03140355,3.6638176e-07,6.313316e-06,2.2362267e-06,8.7860635e-06,3.1326956e-06,1.572501e-06,3.729378e-05
0.0061218906,0.1714415,0.061276335,0.8002028,0.028534025,3.548718e-06,3.297019e-05,1.2173609e-05,4.754185e-05,1.9306837e-05,1.1871454e-05,0.00018722599
0.0068521057,0.16334996,0.051567737,0.8078178,0.025997233,2.7412086e-06,2.8587076e-05,1.0865823e-05,4.0056893e-05,1.6851925e-05,1.1066223e-05,0.00014903815
0.010422832,0.1653832,0.056563336,0.8053086,0.037399717,7.4240625e-06,8.524288e-05,3.5154124e-05,0.00010411767,4.2269497e-05,3.2790143e-05,0.00036910461
0.0042614606,0.1651632,0.057700675,0.80978215,0.03735023,2.5191693e-07,5.6738795e-06,2.1523476e-06,6.8035456e-06,2.321056e-06,1.3403567e-06,4.5304238e-05
0.0038513732,0.16271387,0.060922097,0.79808676,0.024291378,9.2305646e-07,1.0874438e-05,3.5290996e-06,1.5411335e-05,7.947067e-06,3.8546864e-06,5.9035232e-05
0.023055,0.16505378,0.062979095,0.8068871,0.04574327,0.00023932722,0.0010748022,0.0005153634,0.0014131697,0.0007614626,0.000638337,0.0031711012
0.0066889306,0.16340996,0.05610206,0.8090512,0.029480848,3.8619905e-06,4.0011728e-05,1.6831014e-05,5.968758e-05,2.8389079e-05,1.598539e-05,0.00018345908
0.015223667,0.17204475,0.065852426,0.8002291,0.04206432,5.481604e-05,0.00031827344,0.0001453109,0.0004228006,0.00019390989,0.00016020129,0.0009853791
0.007086329,0.17097658,0.059487842,0.8049833,0.033553768,1.115892e-06,1.7450326e-05,6.936304e-06,2.4050283e-05,8.596578e-06,5.6477934e-06,0.00011186303
0.005639218,0.18157335,0.068922006,0.7931827,0.03661327,1.0430512e-06,1.721249e-05,5.41327e-06,2.0309966e-05,8.377179e-06,4.734852e-06,8.511527e-05
0.006447485,0.16259085,0.052973386,0.8085977,0.029250976,1.412966e-06,1.9154639e-05,8.963207e-06,2.7667142e-05,1.146424e-05,6.4393507e-06,0.00010712786
0.0078825895,0.17502978,0.05842729,0.8012284,0.031635173,3.113004e-06,3.4129163e-05,1.3838282e-05,4.7807815e-05,2.049586e-05,1.23603495e-05,0.00017784804
0.008466001,0.17677705,0.06629287,0.79225934,0.03428328,6.397764e-06,6.5093685e-05,2.3347726e-05,7.806263e-05,3.907192e-05,2.3822677e-05,0.00026634656
0.0051199556,0.17021812,0.060495485,0.7966055,0.028188435,1.3387611e-06,1.3752859e-05,5.7035386e-06,2.26746e-05,9.6040585e-06,4.971721e-06,9.8150966e-05
0.016930073,0.16382274,0.05747397,0.80675036,0.040511314,8.999683e-05,0.000475434,0.00021751705,0.000656118,0.00034294886,0.00024295312,0.0015274951
0.0161256,0.170126,0.0632321,0.8027264,0.041507408,5.220321e-05,0.00033144228,0.0001507418,0.00045745916,0.00021349208,0.00016523442,0.0011813866
0.004034282,0.19396947,0.079217,0.7844897,0.03922203,1.4148048e-07,4.4451126e-06,1.3034867e-06,4.942138e-06,1.887708e-06,9.4305193e-07,2.7675744e-05
0.023937028,0.16196051,0.056015726,0.8154595,0.04503383,0.00019725009,0.0010477689,0.0004845536,0.0012394671,0.0006102488,0.00053145824,0.0027696218
0.005970921,0.15669818,0.05361141,0.8208742,0.027750984,2.4383683e-06,3.0534185e-05,9.954555e-06,3.9357932e-05,1.7701796e-05,1.1759048e-05,0.00019157081
0.019085081,0.15959522,0.05816694,0.8104066,0.04362557,0.00015386462,0.0007090167,0.0003656313,0.0009349786,0.00044621454,0.00036469713,0.002049686
0.020072417,0.16542841,0.058755524,0.8059026,0.041550428,0.00015475377,0.00080550625,0.00034121162,0.000982372,0.0004834706,0.00040632903,0.0023410856
0.011212938,0.16471416,0.058193106,0.80390483,0.033903554,3.4474564e-05,0.00019346997,9.316218e-05,0.00028109289,0.00014407991,9.828808e-05,0.00083272904
0.011178726,0.16416377,0.060722906,0.8110418,0.035756726,1.5104396e-05,0.00013637544,5.218788e-05,0.00017571222,8.313978e-05,6.041427e-05,0.0006394108
0.001718149,0.19687837,0.074830696,0.7772514,0.027914558,2.6656424e-09,1.8072623e-07,5.5471336e-08,2.1483045e-07,7.302467e-08,2.845742e-08,2.1789942e-06
0.010681057,0.15724763,0.05824289,0.81327707,0.035350468,1.6820472e-05,0.000125623,5.215375e-05,0.00018327603,8.685001e-05,6.189501e-05,0.00059181073
0.016961433,0.16131383,0.056080464,0.8124861,0.04027874,6.8024e-05,0.00044068124,0.00018750578,0.0005533213,0.00025301182,0.00021641671,0.001361964
0.009314839,0.16800894,0.06186349,0.80415344,0.040966902,1.0154762e-05,9.704626e-05,4.0780047e-05,0.00011636245,5.3270098e-05,3.5287132e-05,0.00042433068
0.0046666926,0.16350003,0.05458708,0.81059074,0.028701786,2.877363e-07,6.1095725e-06,2.4140297e-06,8.660729e-06,3.3296267e-06,1.7386719e-06,4.3153825e-05
0.004859236,0.17574722,0.07071201,0.79700404,0.03884717,3.3994596e-07,6.4953656e-06,2.498922e-06,8.671349e-06,3.53523e-06,1.5432689e-06,4.1498242e-05
0.0033248684,0.16310982,0.051010795,0.817867,0.02072651,2.2291184e-07,4.068708e-06,1.315509e-06,7.179692e-06,2.1157841e-06,1.1885871e-06,2.6336913e-05
0.012766481,0.15887262,0.05576216,0.8124922,0.035355583,2.5923342e-05,0.00018982781,8.63868e-05,0.00026421138,0.00012125677,9.299159e-05,0.0007108549
0.027472874,0.16075592,0.058320563,0.81155664,0.049002312,0.00041910418,0.0017014496,0.00089721626,0.0021137423,0.0011129905,0.000927876,0.0044283736
0.0033888314,0.16133462,0.05500752,0.81427336,0.028418425,2.0626283e-07,4.231949e-06,1.5601239e-06,5.8401743e-06,1.905584e-06,1.1814031e-06,3.266583e-05
0.006290236,0.15675993,0.054174732,0.8128071,0.0285875,1.9242293e-06,2.5322095e-05,8.341608e-06,3.13982e-05,1.4067599e-05,9.10551e-06,0.00012455558
0.008300268,0.19184968,0.08043631,0.7923338,0.036483504,2.3026882e-06,3.733488e-05,1.0492104e-05,4.0754192e-05,1.74244e-05,1.0308459e-05,0.00017190576
0.005690071,0.17045021,0.05902778,0.803189,0.028010707,7.67262e-07,1.395726e-05,4.8523343e-06,1.8265302e-05,6.904737e-06,4.3265545e-06,8.4396605e-05
0.0023170554,0.17292808,0.06585442,0.80687326,0.028516121,4.255569e-08,1.0094146e-06,3.7164355e-07,1.7768505e-06,5.779201e-07,2.4178283e-07,9.362572e-06
0.0061715622,0.16177477,0.051742323,0.80564415,0.029984308,1.0732319e-06,1.9017545e-05,6.986973e-06,2.3731161e-05,9.221861e-06,5.5918413e-06,0.000110734654
0.0070692725,0.1799276,0.07014743,0.79624116,0.04054892,2.073961e-06,2.8492144e-05,1.05575355e-05,3.2814074e-05,1.3347962e-05,8.0537675e-06,0.00012984053
0.0031799418,0.18304238,0.069740616,0.7855722,0.029479366,1.5143983e-07,3.469257e-06,1.1224015e-06,4.284619e-06,1.5365812e-06,7.80939e-07,2.520087e-05
0.016172033,0.16827501,0.06433765,0.79956853,0.041331273,5.2947584e-05,0.0003134395,0.00015429509,0.00043904764,0.00020099958,0.00014473563,0.0011165508
0.0050073923,0.17048086,0.057797093,0.80825526,0.029054146,1.062412e-06,1.2770741e-05,5.885839e-06,2.100997e-05,8.665149e-06,4.248844e-06,7.282954e-05
0.019880736,0.1538619,0.053178348,0.81777585,0.042047508,0.00015467028,0.00071689446,0.00038151426,0.00094982417,0.00044404776,0.00035828733,0.0021302577
0.008130401,0.15760054,0.055859543,0.80626106,0.031175083,5.099207e-06,5.1492814e-05,1.933077e-05,7.488699e-05,3.1670566e-05,2.1269301e-05,0.0002837018
0.015191789,0.16465984,0.058505315,0.807879,0.037306674,2.2750366e-05,0.00018590571,7.901498e-05,0.00023403473,0.000102356746,8.599663e-05,0.000731913
0.003576027,0.1659584,0.05849867,0.7982116,0.023310248,5.945476e-07,7.466081e-06,2.6598216e-06,1.1557505e-05,4.7174144e-06,2.469573e-06,5.714736e-05
0.007661556,0.16474907,0.0548031,0.80831677,0.026017621,8.314818e-06,6.0633938e-05,2.7458573e-05,9.9956815e-05,4.4978835e-05,2.7921493e-05,0.00028288236
0.008180265,0.15782447,0.052627474,0.81070244,0.030273696,4.6691916e-06,4.634446e-05,1.8010482e-05,6.107387e-05,2.7184033e-05,1.6712016e-05,0.00021343894
0.0023504246,0.1586963,0.05944847,0.81172585,0.02051602,7.040861e-08,2.1740893e-06,4.618474e-07,2.2768988e-06,8.4211405e-07,4.32874e-07,1.51587265e-05
0.0042698826,0.1857485,0.07570373,0.78672355,0.034519814,3.557032e-07,8.663521e-06,2.454312e-06,9.853766e-06,4.2521197e-06,2.0495368e-06,5.696661e-05
0.006371113,0.17070462,0.063818574,0.8072423,0.036593195,7.7774905e-07,1.3155669e-05,5.5540327e-06,1.6593815e-05,5.5705086e-06,3.8369863e-06,8.1700186e-05
0.010461654,0.1644365,0.0577969,0.8058968,0.03580756,1.150043e-05,0.00010225051,4.642306e-05,0.000134394,6.3729516e-05,4.394583e-05,0.00045971372
0.016877037,0.16745636,0.060444385,0.8034199,0.041483816,7.330187e-05,0.00038987657,0.00019311189,0.00056513806,0.0002906997,0.000194508,0.0013697734
0.010081251,0.17117627,0.06427811,0.80328125,0.042006206,8.163411e-06,7.8916186e-05,3.3828783e-05,0.00010693567,4.685729e-05,2.7064732e-05,0.00034886325
0.0069138366,0.15253457,0.051711448,0.81565344,0.027099593,1.4116824e-06,1.9377356e-05,7.4222717e-06,2.7307582e-05,1.1741991e-05,6.54219e-06,9.883046e-05
0.0017298211,0.15533713,0.048751835,0.8205934,0.022111878,1.4147787e-08,4.1555785e-07,1.6610807e-07,7.176593e-07,2.7575334e-07,9.160394e-08,4.4181575e-06
0.008590385,0.16659091,0.058723092,0.79734176,0.02976411,1.4575344e-05,9.2228765e-05,4.417057e-05,0.00014416127,5.947627e-05,3.9855593e-05,0.00046717993
0.008521671,0.17028216,0.06523418,0.7977876,0.038520973,7.554794e-06,6.694123e-05,2.6270915e-05,9.348647e-05,4.430354e-05,2.7481965e-05,0.00036917021
0.009128678,0.16666816,0.062249668,0.8023703,0.038122248,9.242577e-06,9.3670205e-05,3.3185956e-05,0.00011450216,5.536577e-05,3.4595498e-05,0.000386619
0.0021823219,0.1665965,0.060964573,0.80520266,0.021705529,6.464607e-08,1.6940087e-06,4.5474007e-07,2.2562217e-06,8.6172753e-07,4.4761055e-07,1.7676475e-05
0.00902447,0.15081279,0.053324573,0.8140192,0.030248173,9.063656e-06,7.110018e-05,2.801949e-05,0.000109641594,5.5176653e-05,3.268964e-05,0.0003376601
0.0036373585,0.16285938,0.05196329,0.81228936,0.021536801,1.5352451e-07,4.1679004e-06,1.0574589e-06,5.312995e-06,1.8882969e-06,1.0306328e-06,3.663912e-05
0.019378742,0.16210051,0.058809053,0.8142519,0.04246339,0.000114151015,0.0006804837,0.00027884488,0.00084899884,0.00042181465,0.00036182505,0.0021897596
0.010332199,0.16671638,0.06148009,0.8003222,0.035733912,1.0746877e-05,7.792845e-05,3.6466434e-05,0.00012578075,5.570546e-05,3.55688e-05,0.0004258042
0.011651693,0.16536321,0.064658724,0.8033669,0.039543208,1.981966e-05,0.00013281922,5.8096146e-05,0.00020405385,9.9058416e-05,6.793868e-05,0.0006995398
0.013551481,0.16513915,0.06069857,0.8062045,0.039285954,3.295394e-05,0.00018873518,9.569547e-05,0.0002869471,0.00015122323,9.715301e-05,0.0007651942
0.0054979026,0.16608079,0.060419302,0.8021259,0.030260134,1.5565186e-06,1.4617731e-05,7.12768e-06,2.7297297e-05,1.2585877e-05,5.7705056e-06,9.622841e-05
0.011965873,0.16012093,0.054159734,0.81315184,0.03448995,9.907429e-06,0.00010694619,4.1335676e-05,0.00013034516,5.1015533e-05,4.1304345e-05,0.00042659868
0.008189169,0.17497131,0.0669696,0.7948144,0.04014867,3.292449e-06,3.5898116e-05,1.4964132e-05,5.200297e-05,2.3251805e-05,1.1758846e-05,0.00020272468
0.019321557,0.17973265,0.06582983,0.79941463,0.04757496,4.2690805e-05,0.00031683568,0.00014575565,0.00040554212,0.0001730202,0.00014162119,0.0011191282
0.015791979,0.16340257,0.059857722,0.8096151,0.040339567,5.7690973e-05,0.00035330688,0.00014943618,0.00048010636,0.00022186841,0.00018237617,0.0013635214
0.004825346,0.16668157,0.060378652,0.8111058,0.02716174,4.4007592e-07,8.271075e-06,2.397122e-06,1.0279353e-05,4.2166203e-06,2.290917e-06,4.483024e-05
0.020558419,0.16068898,0.058247257,0.81252074,0.04179705,0.00012280016,0.0006753075,0.0002993551,0.00090659125,0.00044521183,0.0003716385,0.0023091051
0.020488512,0.16690914,0.06549261,0.80298525,0.046507336,0.00012153691,0.0005830909,0.00029556517,0.00082803733,0.00045657737,0.0003236595,0.0020227865
0.007283925,0.15715086,0.055041697,0.81098217,0.033898517,3.1489992e-06,4.0193343e-05,1.4628259e-05,4.9121318e-05,1.8170962e-05,1.3222899e-05,0.00019523245
0.016326714,0.16387373,0.061768085,0.80493414,0.042154383,0.000117876596,0.00054834806,0.00025553725,0.00076765555,0.00037499648,0.00031567065,0.0019392227
0.013791874,0.16603161,0.05750872,0.8075845,0.03805688,3.9854185e-05,0.00024541182,0.00011654311,0.0003424991,0.00015858706,0.00012090982,0.00096661795
0.016188914,0.16526109,0.061791714,0.80810475,0.042069294,6.613326e-05,0.0003962691,0.00018042633,0.00051779905,0.00023408716,0.00018619292,0.001324987
0.017742373,0.15972781,0.055157147,0.8099071,0.039468743,0.000100860765,0.00052976544,0.00025815307,0.0006788869,0.0003292302,0.00026135848,0.0017105108
0.0031632278,0.15970004,0.049363628,0.8116794,0.021559779,1.9419276e-07,4.732469e-06,1.3237118e-06,6.2955555e-06,2.437959e-06,1.3237459e-06,3.814368e-05
0.01851844,0.15086439,0.04967252,0.8146342,0.036345758,0.00018629592,0.0008139714,0.00037916293,0.0010943788,0.0005288931,0.0004638386,0.0023671687
0.0041557937,0.1745302,0.05866847,0.799878,0.030136539,1.8182644e-07,3.4633201e-06,1.3557516e-06,5.465564e-06,1.916638e-06,9.967455e-07,2.7473003e-05
0.014615072,0.16141422,0.059138454,0.80654186,0.04033837,2.9297147e-05,0.00021814865,9.819094e-05,0.00026824104,0.00012867345,9.556944e-05,0.0008828284
0.019462885,0.15852794,0.057477854,0.8118562,0.04471309,0.00015245081,0.0007504369,0.00036526273,0.0009880714,0.0004508166,0.00040544837,0.0021831298
0.00520411,0.16910353,0.05965332,0.8051216,0.029096078,5.1200203e-07,1.0570824e-05,4.0100053e-06,1.30705075e-05,5.4683533e-06,2.8964225e-06,6.180789e-05
0.0034468079,0.1626968,0.051559918,0.8149984,0.024419893,1.7422707e-07,3.357556e-06,1.438127e-06,5.476228e-06,2.1098804e-06,9.722186e-07,2.307777e-05
0.013954569,0.15851945,0.057157677,0.81377894,0.039046057,2.837303e-05,0.00021282665,9.8212935e-05,0.00028318565,0.0001344799,9.415433e-05,0.0008322055
0.0028823346,0.17215694,0.061632548,0.80537206,0.02405484,1.5077909e-07,3.4267243e-06,1.0580429e-06,4.94683e-06,1.5024514e-06,9.4149635e-07,2.6060961e-05
0.010390383,0.17581026,0.06427912,0.79462135,0.03626115,9.478727e-06,8.163383e-05,3.7627513e-05,0.00011632217,5.1249193e-05,3.401061e-05,0.00040528201
